airport	runway	bbox	lat1	lng1	lat2	lng2
ZSPD	33	{lat:31.122180911562243,lng:121.84994596000813},{lat:31.12205708805041,lng:121.84949804028408},{lat:31.136643695535522,lng:121.8439948559347},{lat:31.136767538087117,lng:121.8444428373495},	31.122119	121.849722	31.151292	121.838714
ZSPD	34L	{lat:31.12644700027931,lng:121.82432513888641},{lat:31.126280999024967,lng:121.82372486163874},{lat:31.142579631002206,lng:121.8175728730702},{lat:31.142745660783667,lng:121.81817324270628},	31.126364	121.824025	31.158961	121.811719
ZSPD	34R	{lat:31.1277021453193,lng:121.82877508806772},{lat:31.127535853985187,lng:121.8281749124582},{lat:31.143827986397778,lng:121.82201342519704},{lat:31.143994306298886,lng:121.82261369310548},	31.127619	121.828475	31.160203	121.816150
ZSPD	35L	{lat:31.12573309276946,lng:121.79461410170272},{lat:31.125566906535,lng:121.79401389882294},{lat:31.140145011031535,lng:121.78850470456759},{lat:31.14031122280834,lng:121.78910499004347},	31.125650	121.794314	31.154806	121.783294
ZSPD	35R	{lat:31.127014044415148,lng:121.79919412401907},{lat:31.126847954889197,lng:121.79859387650633},{lat:31.14400360209397,lng:121.79211450044649},{lat:31.14416972166433,lng:121.79271484519154},	31.126931	121.798894	31.161242	121.785933
ZUCK	02L	{lat:29.705116718157797,lng:106.6369516857965},{lat:29.705233281466338,lng:106.63650431394389},{lat:29.719051375099973,lng:106.64127712877503},{lat:29.71893479574784,lng:106.64172455666129},	29.705175	106.636728	29.732811	106.646275
ZUCK	02R	{lat:29.70463570890426,lng:106.64089068152916},{lat:29.704752290719888,lng:106.6404433182112},{lat:29.720308408301925,lng:106.64581745359996},{lat:29.720191808421443,lng:106.64626487999739},	29.704694	106.640667	29.735806	106.651417
ZUCK	03	{lat:29.714244706875927,lng:106.6616657022349},{lat:29.714361292748073,lng:106.66121829750529},{lat:29.73076292300828,lng:106.66688533761132},{lat:29.730646318080936,lng:106.66733280888188},	29.714303	106.661442	29.747106	106.672778
ZUCK	20L	{lat:29.73586430879148,lng:106.65119325510861},{lat:29.73574769083221,lng:106.65164074463124},{lat:29.720191808421443,lng:106.64626487999739},{lat:29.720308408301925,lng:106.64581745359996},	29.735806	106.651417	29.704694	106.640667
ZUCK	20R	{lat:29.732869297515236,lng:106.64605125789198},{lat:29.732752702108503,lng:106.64649874184795},{lat:29.71893479574785,lng:106.64172455666129},{lat:29.719051375099987,lng:106.64127712877503},	29.732811	106.646275	29.705175	106.636728
ZUCK	21	{lat:29.747164311810792,lng:106.6725542309387},{lat:29.747047687812728,lng:106.673001768801},{lat:29.730646318080936,lng:106.66733280888188},{lat:29.73076292300828,lng:106.66688533761132},	29.747106	106.672778	29.714303	106.661442
ZUUU	02L	{lat:30.56338553834218,lng:103.9402126644841},{lat:30.56353646129241,lng:103.93977533517574},{lat:30.57859766095989,lng:103.94678671746222},{lat:30.578446714572564,lng:103.94722410377275},	30.563461	103.939994	30.593583	103.954019
ZUUU	02R	{lat:30.51939959290875,lng:103.93699094629207},{lat:30.519600406444916,lng:103.93640905310679},{lat:30.534660109423466,lng:103.94341342913644},{lat:30.534459264760333,lng:103.94399539803908},	30.519500	103.936700	30.549619	103.950711
ZUUU	20L	{lat:30.549719437582905,lng:103.95041997736477},{lat:30.549518561770036,lng:103.95100202203305},{lat:30.534459264760333,lng:103.9439953980391},{lat:30.534660109423466,lng:103.94341342913646},	30.549619	103.950711	30.519500	103.936700
ZUUU	20R	{lat:30.593658484737873,lng:103.95380027815514},{lat:30.59350751489634,lng:103.95423772150416},{lat:30.578446714572564,lng:103.94722410377278},{lat:30.57859766095989,lng:103.94678671746226},	30.593583	103.954019	30.563461	103.939994
